month,dayoftrade,ecbdepositfacilityrate,ecbmainrefinancingrate,ecbeoniarate,interestonexcessreserves,interestonrequiredreserves,interestonreservebalances,federalfundstargetrangeupperlimi,federalfundstargetrangelowerlimi,federalfundstargetrate,domesticprivatecredit,effectivefederalfundsraate,dw_rate,reserve_rate,ffr_deviation,ecb_eoniatarget,eonia_deviation,e,f,cip,germany_us,f_ret
2000m1,16-Jan-00,2,4,3.0428572,,,,,,5.5,,,6.5,0,,3,0.042857125,0.98741293,0.98517215,0.90932518,-1.8529999,-2.762325
2000m2,15-Feb-00,2.224138,4.2241378,3.2757144,,,,,,5.7413793,,,6.7413793,0,,3.224138,0.06142858,1.0153897,1.013315,0.40311274,-2.0825,-2.4856126
2000m3,16-Mar-00,2.3709676,4.3709679,3.5104346,,,,,,5.8387098,,,6.8387098,0,,3.3709676,0.14086953,1.0366383,1.0344428,0.36325929,-2.213913,-2.5771723
2000m4,15-Apr-00,2.5250001,4.5250001,3.6849999,,,,,,6,,,7,0,,3.5250001,0.17111108,1.0582566,1.0561373,0.75535023,-1.6805001,-2.4358504
2000m5,16-May-00,2.75,4.75,3.9200001,,,,,,6.2580647,,,7.2580647,0,,3.75,0.17000003,1.1011416,1.0989056,0.88096911,-1.5891303,-2.4700994
2000m6,15-Jun-00,3.1166666,5.1166668,4.2945457,,,,,,6.5,,,7.5,0,,4.1166668,0.18090907,1.0528544,1.0508182,0.89144814,-1.4618181,-2.3532662
2000m7,16-Jul-00,3.25,5.25,4.3085713,,,,,,6.5,,6.5184999,7.5,0,0.018500019,4.25,0.058571428,1.0644031,1.0623677,0.91144335,-1.4152383,-2.3266816
2000m8,16-Aug-00,3.25,5.25,4.4191303,,,,,,6.5,,6.5026088,7.5,0,0.002608735,4.25,0.16913038,1.1058831,1.1039817,0.53525007,-1.5573915,-2.0926416
2000m9,15-Sep-00,3.5,5.5,4.590476,,,,,,6.5,,6.5145001,7.5,0,0.014500022,4.5,0.090476148,1.1485292,1.1466796,0.54977155,-1.4095237,-1.9592953
2000m10,16-Oct-00,3.7096775,5.7096772,4.7627273,,,,,,6.5,,6.5219049,7.5,0,0.021904809,4.7096772,0.058181807,1.1718836,1.170145,0.28226474,-1.5236363,-1.8059011
2000m11,15-Nov-00,3.75,5.75,4.8290911,,,,,,6.5,,6.5233335,7.5,0,0.023333345,4.75,0.079090945,1.1690475,1.1673871,0.071652517,-1.6563638,-1.7280164
2000m12,16-Dec-00,3.75,5.75,4.8268423,,,,,,6.5,,6.4514999,7.5,0,-0.048500039,4.75,0.076842129,1.1094384,1.1077696,0.13948572,-1.687,-1.8301256
2001m1,16-Jan-01,3.75,5.75,4.755909,,,,,,6.016129,,6.0228572,7.016129,0,0.02285712,4.75,0.005909161,1.0657349,1.0648013,-0.053243659,-1.0895456,-1.0673386
2001m2,14-Feb-01,3.75,5.75,4.9924998,,,,,,5.5,,5.5084209,6.5,0,0.008421095,4.75,0.24250002,1.0858256,1.085234,-0.14394401,-0.80700022,-0.66305619
2001m3,16-Mar-01,3.75,5.75,4.7813635,,,,,,5.3064518,,5.3214288,6.3064518,0,0.011904808,4.75,0.031363662,1.1007649,1.1004411,-0.22669135,-0.58545452,-0.35876316
2001m4,15-Apr-01,3.75,5.75,5.0642104,,,,,,4.7833333,,4.8138094,5.7833333,0,0.028095268,4.75,0.3142105,1.1193802,1.1193953,-0.038577706,-0.015999949,0.016607087
2001m5,16-May-01,3.5806451,5.5806451,4.6536365,,,,,,4.2258062,,4.2318182,5.2258062,0,0.004545418,4.5806451,0.074090935,1.1439823,1.1445159,-0.29014209,0.27761903,0.56776112
2001m6,15-Jun-01,3.5,5.5,4.5395241,,,,,,3.9666667,,3.9514287,4.9666667,0,-0.012857096,4.5,0.039523896,1.1714103,1.1720539,-0.33419314,0.33476198,0.66895515
2001m7,16-Jul-01,3.5,5.5,4.5054545,,,,,,3.75,,3.7809525,4.75,0,0.030952374,4.5,0.005454584,1.1608678,1.1616085,-0.52232629,0.25409082,0.77641714
2001m8,16-Aug-01,3.4919355,5.4919353,4.4913044,,,,,,3.6612904,,3.6569564,4.6612902,0,0.004782614,4.4919353,0.002173984,1.1084545,1.1092583,-0.74990582,0.13217382,0.88207966
2001m9,15-Sep-01,3.0333333,5.0333333,3.9865,,,,,,3.2666667,,2.9594736,4.2666669,0,-0.27736843,4.0333333,-0.038499963,1.096132,1.0969797,-0.32665464,0.61549985,0.94215453
2001m10,16-Oct-01,2.75,4.75,3.9713044,,,,,,2.516129,,2.5018182,3.516129,0,-0.020909082,3.75,0.22130433,1.103681,1.1049056,-0.64802468,0.70130444,1.3493291
2001m11,15-Nov-01,2.3833334,4.3833332,3.5072727,,,,,,2.0833333,,2.108,3.0833333,0,0.032999992,3.3833334,0.12090907,1.1261979,1.1274606,-0.22002055,1.1445454,1.364566
2001m12,16-Dec-01,2.25,4.25,3.3388889,,,,,,1.8306452,,1.8155,2.8306451,0,-0.009500021,3.25,0.088888869,1.1216103,1.1230607,-0.28509507,1.28,1.5731025
2002m1,16-Jan-02,2.25,4.25,3.2936363,,,,,,1.75,,1.7509524,2.75,0,0.000952374,3.25,0.043636311,1.1324329,1.1339496,-0.021535147,1.6145453,1.6304526
2002m2,14-Feb-02,2.25,4.25,3.283,,,,,,1.75,,1.7455,2.75,0,-0.004500002,3.25,0.032999955,1.1486809,1.1500635,-0.021318596,1.4430001,1.4643186
2002m3,16-Mar-02,2.25,4.25,3.2639999,,,,,,1.75,,1.7261904,2.75,0,-0.02380953,3.25,0.013999974,1.140576,1.1420262,0.12987943,1.6766666,1.5467873
2002m4,15-Apr-02,2.25,4.25,3.3161905,,,,,,1.75,,1.7586364,2.75,0,0.008636367,3.25,0.066190444,1.1279386,1.1293857,-0.056009885,1.505,1.5610099
2002m5,16-May-02,2.25,4.25,3.3099999,,,,,,1.75,,1.7590909,2.75,0,0.009090912,3.25,0.059999943,1.0896399,1.0910867,0.023513468,1.6391306,1.615617
2002m6,15-Jun-02,2.25,4.25,3.3485,,,,,,1.75,,1.7515,2.75,0,0.001500011,3.25,0.098499931,1.0452951,1.0466981,-0.16534016,1.4680001,1.6333402
2002m7,16-Jul-02,2.25,4.25,3.301739,,,,,,1.75,,1.7368182,2.75,0,-0.0131818,3.25,0.051739082,1.0074041,1.0087655,-0.55795342,1.0860869,1.6440402
2002m8,16-Aug-02,2.25,4.25,3.2927272,,,,,,1.75,,1.7540909,2.75,0,0.004090911,3.25,0.042727232,1.0226337,1.0240021,-0.3751967,1.2527274,1.6279241
2002m9,15-Sep-02,2.25,4.25,3.3185713,,,,,,1.75,,1.7539999,2.75,0,0.004000008,3.25,0.068571396,1.0193138,1.0206403,-0.64138478,0.94190466,1.5832894
2002m10,16-Oct-02,2.25,4.25,3.3004348,,,,,,1.75,,1.7595454,2.75,0,0.009545467,3.25,0.050434735,1.0188414,1.0201725,-0.60252756,0.98695642,1.589484
2002m11,15-Nov-02,2.25,4.25,3.3042858,,,,,,1.3333334,,1.3347368,2.3333333,0,0.005789475,3.25,0.054285686,0.9979803,0.99952787,-0.48848507,1.3985715,1.8870566
2002m12,16-Dec-02,1.8306452,3.8306451,3.0945001,,,,,,1.25,,1.2461904,2.25,0,-0.003809526,2.8306451,0.24450003,0.97906667,0.98040122,-0.61781257,1.0404545,1.658267
2003m1,16-Jan-03,1.75,3.75,2.786818,,,,,,1.25,2.25,1.2557143,2.25,0,0.00571428,2.75,0.036818136,0.94104761,0.9422794,-0.63226056,0.95956528,1.5918258
2003m2,14-Feb-03,1.75,3.75,2.7635,,,,,,1.25,2.25,1.26,2.25,0,0.010000003,2.75,0.013499975,0.92786467,0.92894626,-0.60369837,0.81449997,1.4181983
2003m3,16-Mar-03,1.5483871,3.5483871,2.7490475,,,,,,1.25,2.25,1.2504762,2.25,0,0.000476201,2.5483871,0.20142853,0.9264251,0.927504,-0.51816159,0.89904761,1.4172091
2003m4,15-Apr-03,1.5,3.5,2.5604999,,,,,,1.25,2.25,1.2627273,2.25,0,0.012727272,2.5,0.060499977,0.91955727,0.92056167,-0.38259128,0.94636357,1.3289548
2003m5,16-May-03,1.5,3.5,2.5571427,,,,,,1.25,2.25,1.2685714,2.25,0,0.018571422,2.5,0.057142813,0.86383873,0.86474878,-0.66868931,0.61181825,1.2805076
2003m6,15-Jun-03,1.0833334,3.0833333,2.2133334,,,,,,1.2,2.2023809,1.2295238,2.2,0,0.027142871,2.0833333,0.11809529,0.85704148,0.85782015,-0.39131993,0.71380949,1.1051295
2003m7,16-Jul-03,1,3,2.0782609,,,,,,1,2,1.0213636,2,0,0.021363623,2,0.078260787,0.87868237,0.87947941,-0.22391725,0.87954539,1.1034627
2003m8,16-Aug-03,1,3,2.0980952,,,,,,1,2,1.0095237,2,0,0.009523803,2,0.098095194,0.89685744,0.8976714,0.026743099,1.1309522,1.1042092
2003m9,15-Sep-03,1,3,2.0209091,,,,,,1,2,1.0138096,2,0,0.013809516,2,0.020909028,0.88869196,0.88947761,-0.13193987,0.94363636,1.0755762
2003m10,16-Oct-03,1,3,2.0147827,,,,,,1,2,1.0157895,2,0,0.015789477,2,0.014782568,0.85465699,0.85540724,0.090625443,1.1586955,1.0680701
2003m11,15-Nov-03,1,3,1.9729999,,,,,,1,2,0.99555558,2,0,-0.00444444,2,-0.02700004,0.85379535,0.85454971,0.12367256,1.199,1.0753275
2003m12,16-Dec-03,1,3,2.0566666,,,,,,1,2,0.98636365,2,0,-0.013636356,2,0.056666642,0.81216228,0.81289023,-0.00300877,1.0873913,1.0904001
2004m1,16-Jan-04,1,3,2.0214286,,,,,,1,2,1,2,0,0,2,0.021428546,0.79363275,0.79433322,-0.025439205,1.0486364,1.0740756
2004m2,15-Feb-04,1,3,2.0314999,,,,,,1,2,1.0057895,2,0,0.005789468,2,0.031499971,0.79140621,0.79206276,-0.10412872,0.90500003,1.0091287
2004m3,16-Mar-04,1,3,2.0056522,,,,,,1,2,1.003913,2,0,0.00391304,2,0.005652153,0.81524277,0.81595784,-0.27089089,0.79652172,1.0674126
2004m4,15-Apr-04,1,3,2.0780001,,,,,,1,2,1.0063636,2,0,0.00636363,2,0.077999972,0.8333931,0.83409351,-0.029850101,0.99272728,1.0225774
2004m5,16-May-04,1,3,2.015238,,,,,,1,2,1.001,2,0,0.000999996,2,0.015238069,0.83229333,0.83301502,-0.10057458,0.95428574,1.0548604
2004m6,15-Jun-04,1,3,2.0277271,,,,,,1.0083333,2.0113637,1.0313636,2.0083334,0,0.019999998,2,0.027727246,0.82317227,0.82376832,-0.024927722,0.85636377,0.88129145
2004m7,16-Jul-04,1,3,2.0677273,,,,,,1.25,2.25,1.27,2.25,0,0.019999987,2,0.06772723,0.81540048,0.81589425,0.005858844,0.74318171,0.73732287
2004m8,16-Aug-04,1,3,2.0404546,,,,,,1.4274193,2.4318182,1.4263636,2.4274194,0,-0.005454557,2,0.040454511,0.82033235,0.820701,-6.13684E-05,0.54681814,0.54687953
2004m9,15-Sep-04,1,3,2.0518181,,,,,,1.5833334,2.590909,1.622381,2.5833333,0,0.02714286,2,0.051818155,0.81788343,0.81811047,0.082158625,0.41954535,0.33738673
2004m10,16-Oct-04,1,3,2.1114285,,,,,,1.75,2.75,1.757,2.75,0,0.006999999,2,0.11142852,0.79972947,0.79987794,-0.016147966,0.2090476,0.22519557
2004m11,15-Nov-04,1,3,2.085,,,,,,1.925,2.9204545,1.923,2.925,0,0.01049999,2,0.084999941,0.7690565,0.76905608,-0.0595068,-0.060909152,-0.001402353
2004m12,16-Dec-04,1,3,2.0534782,,,,,,2.1451614,3.152174,2.1608696,3.1451614,0,0.008695644,2,0.053478204,0.7454828,0.74535555,0.083356924,-0.12434795,-0.20770487
2005m1,16-Jan-05,1,3,2.0771427,,,,,,2.25,3.25,2.2944999,3.25,0,0.044499993,2,0.077142797,0.76278037,0.76254827,0.047945548,-0.32190478,-0.36985031
2005m2,14-Feb-05,1,3,2.0585001,,,,,,2.4910715,3.4875,2.4957895,3.4910715,0,0.00894736,2,0.058499943,0.76825333,0.76795989,-0.068691887,-0.53400004,-0.46530816
2005m3,16-Mar-05,1,3,2.0566666,,,,,,2.5806451,3.5869565,2.6295652,3.5806451,0,0.042608697,2,0.056666613,0.75892186,0.75847507,-0.031580124,-0.7478261,-0.71624595
2005m4,15-Apr-05,1,3,2.0757141,,,,,,2.75,3.75,2.7761905,3.75,0,0.026190475,2,0.075714223,0.77263528,0.77207029,-0.046774261,-0.93666673,-0.88989246
2005m5,16-May-05,1,3,2.0699999,,,,,,2.983871,3.9886363,3.0038095,3.983871,0,0.015714282,2,0.069999933,0.78840035,0.78774577,0.004155246,-1.0059091,-1.0100644
2005m6,15-Jun-05,1,3,2.0622725,,,,,,3.0083334,4.0113635,3.0431819,4.0083332,0,0.031818185,2,0.062272668,0.82262152,0.82184237,-0.18431686,-1.3363636,-1.1520468
2005m7,16-Jul-05,1,3,2.0728571,,,,,,3.25,4.25,3.243,4.25,0,-0.007000005,2,0.072857074,0.83003992,0.82910347,-0.011400212,-1.3842858,-1.3728856
2005m8,16-Aug-05,1,3,2.0608695,,,,,,3.4354839,4.4347825,3.4891305,4.4354839,0,0.054347817,2,0.060869493,0.81298059,0.81193608,-0.055257019,-1.6182609,-1.5630039
2005m9,15-Sep-05,1,3,2.0940909,,,,,,3.5916667,4.6022725,3.6419048,4.5916667,0,0.034761894,2,0.094090849,0.81677639,0.81564093,0.095043123,-1.5954546,-1.6904976
2005m10,16-Oct-05,1,3,2.0671427,,,,,,3.75,4.75,3.7625,4.75,0,0.012499988,2,0.067142785,0.83132923,0.82997978,0.44549501,-1.5295238,-1.9750189
2005m11,15-Nov-05,1,3,2.0859091,,,,,,4,5,3.9980001,5,0,-0.001999915,2,0.085909039,0.8477993,0.84642458,0.49751562,-1.4754546,-1.9729702
2005m12,16-Dec-05,1.2096775,3.2096775,2.2757142,,,,,,4.1532259,5.159091,4.1585712,5.1532259,0,0.003809554,2.2096775,0.061428517,0.84329504,0.84187001,0.53475034,-1.5213636,-2.056114
2006m1,16-Jan-06,1.25,3.25,2.3263636,,,,,,4.2580647,5.2613635,4.3000002,5.2580647,0,0.037499975,2.25,0.076363564,0.82517707,0.82370293,0.25782093,-1.9159091,-2.1737299
2006m2,14-Feb-06,1.25,3.25,2.3494999,,,,,,4.5,5.5,4.4905262,5.5,0,-0.0094737,2.25,0.099499941,0.8373844,0.83598715,0.080627501,-1.9495001,-2.0301275
2006m3,16-Mar-06,1.4435484,3.4435484,2.52,,,,,,4.532258,5.5434785,4.5934782,5.532258,0,0.050000068,2.4435484,0.074347757,0.83114445,0.82961851,0.27638569,-1.9573913,-2.233777
2006m4,15-Apr-06,1.5,3.5,2.6283333,,,,,,4.75,5.75,4.7695003,5.75,0,0.019500041,2.5,0.1283333,0.8142544,0.81268066,0.36127797,-1.9914999,-2.352778
2006m5,16-May-06,1.5,3.5,2.576818,,,,,,4.9274192,5.923913,4.931818,5.9274192,0,0.01136368,2.5,0.076818109,0.78316784,0.78154433,0.44202164,-2.0800002,-2.5220218
2006m6,15-Jun-06,1.6333333,3.6333334,2.6977272,,,,,,5.0166669,6.0227275,4.9977274,6.0166669,0,-0.025000008,2.6333334,0.061363589,0.7897104,0.78811759,0.3851552,-2.0685,-2.4536552
2006m7,16-Jul-06,1.75,3.75,2.8138094,,,,,,5.25,6.25,5.25,6.25,0,-4.77E-08,2.75,0.063809462,0.7878772,0.7862038,0.5070461,-2.077143,-2.5841889
2006m8,16-Aug-06,1.9354838,3.9354839,2.9682608,,,,,,5.25,6.25,5.2460871,6.25,0,-0.003913092,2.9354839,0.03347823,0.78078151,0.77926409,0.40375671,-1.9608479,-2.3646045
2006m9,15-Sep-06,2,4,3.0409524,,,,,,5.25,6.25,5.2525001,6.25,0,0.002500057,3,0.040952343,0.78550994,0.78406805,0.54625088,-1.6871428,-2.2333937
2006m10,16-Oct-06,2.1693549,4.1693549,3.2781818,,,,,,5.25,6.25,5.2485714,6.25,0,-0.001428581,3.1693549,0.10772722,0.79230565,0.79095989,0.36424458,-1.7022728,-2.0665174
2006m11,15-Nov-06,2.25,4.25,3.3277273,,,,,,5.25,6.25,5.2515788,6.25,0,0.001578908,3.25,0.077727199,0.77579451,0.77455956,0.36058253,-1.5754546,-1.9360372
2006m12,16-Dec-06,2.4032259,4.4032259,3.5010526,,,,,,5.25,6.25,5.237,6.25,0,-0.013000011,3.4032259,0.10631576,0.75764811,0.75652182,0.39912835,-1.4095238,-1.8086522
2007m1,16-Jan-07,2.5,4.5,3.5631819,,,,,,5.25,6.25,5.2585716,6.25,0,0.008571466,3.5,0.063181758,0.76933098,0.76821315,0.28828448,-1.4795653,-1.7678497
2007m2,14-Feb-07,2.5,4.5,3.5695,,,,,,5.25,6.25,5.2668419,6.25,0,0.01684209,3.5,0.069499947,0.76409572,0.76310623,0.12403007,-1.4514999,-1.5755301
2007m3,16-Mar-07,2.6451614,4.6451612,3.6909091,,,,,,5.25,6.25,5.2609091,6.25,0,0.010909081,3.6451614,0.043181766,0.7547785,0.7538085,0.24557394,-1.3177273,-1.5633012
2007m4,15-Apr-07,2.75,4.75,3.8194735,,,,,,5.25,6.25,5.2433333,6.25,0,-0.006666683,3.75,0.069473617,0.74006063,0.73913938,0.35854122,-1.1561906,-1.5147318
2007m5,16-May-07,2.75,4.75,3.7904544,,,,,,5.25,6.25,5.2495456,6.25,0,-0.000454578,3.75,0.040454496,0.74026346,0.73936594,0.54538792,-0.92999995,-1.4753878
2007m6,15-Jun-07,2.9000001,4.9000001,3.9557142,,,,,,5.25,6.25,5.2538095,6.25,0,0.003809588,3.9000001,0.05095239,0.74493521,0.74415815,0.53309041,-0.73619038,-1.2692808
2007m7,16-Jul-07,3,5,4.0631819,,,,,,5.25,6.25,5.262857,6.25,0,0.012857164,4,0.063181944,0.72882277,0.72804272,0.39584878,-0.90636355,-1.3022122
2007m8,16-Aug-07,3,5,4.0473914,,,,,,5.25,6.0108695,5.0352173,6.0725808,0,-0.21478261,4,0.047391362,0.73395771,0.73316681,0.96762425,-0.34363633,-1.3112606
2007m9,15-Sep-07,3,5,4.0285501,,,,,,5.0333333,5.5250001,4.9663157,5.6999998,0,-0.046842124,4,0.028550018,0.71858233,0.71789056,1.1338028,-0.033999979,-1.1678027
2007m10,16-Oct-07,3,5,3.9414349,,,,,,4.7419353,5.2391305,4.7486362,5.3709679,0,0.009999991,4,-0.058565203,0.7025916,0.70211655,0.76044458,-0.061304308,-0.82174891
2007m11,15-Nov-07,3,5,4.0221362,,,,,,4.5,5,4.4965,5.1333332,0,-0.003499985,4,0.022136353,0.68121868,0.68085325,1.271268,0.61818182,-0.65308619
2007m12,16-Dec-07,3,5,3.8790526,,,,,,4.3306451,4.8214288,4.2189999,4.9919353,0,-0.10599999,4,-0.12094736,0.68722737,0.68685871,1.428407,0.77571434,-0.65269262
2008m1,16-Jan-08,3,5,4.0218182,,,,,,3.9758065,4.445652,3.9314287,4.6048388,0,0.014761902,4,0.021818139,0.67957848,0.6797182,0.84223676,1.0930436,0.25080681
2008m2,15-Feb-08,3,5,4.0278573,,,,,,3,3.5,2.9625001,3.6379311,0,-0.037500001,4,0.027857121,0.67768335,0.67823154,0.71318555,1.6976191,0.98443353
2008m3,16-Mar-08,3,5,4.0910001,,,,,,2.6612904,3.0119047,2.6028571,3.233871,0,-0.039999995,4,0.090999983,0.64410806,0.64488596,0.86673689,2.3366668,1.4699298
2008m4,15-Apr-08,3,5,3.9868181,,,,,,2.2416666,2.4886363,2.2677274,2.6916666,0,0.029090893,4,-0.013181817,0.63473457,0.63548893,0.87305713,2.3190477,1.4459904
2008m5,16-May-08,3,5,4.0096664,,,,,,2,2.25,1.9933333,2.467742,0,-0.006666672,4,0.009666659,0.64267313,0.6436466,0.20293079,2.0463636,1.8434329
2008m6,15-Jun-08,3,5,4.0067143,,,,,,2,2.25,2.0014286,2.4749999,0,0.001428576,4,0.006714242,0.64229625,0.64323848,0.50314987,2.2880952,1.7849454
2008m7,16-Jul-08,3.1854839,5.1854839,4.1908259,,,,,,2,2.25,2.0190909,2.4435484,0,0.019090908,4.1854839,0.006043444,0.63461173,0.63561898,0.70196396,2.6331818,1.9312179
2008m8,16-Aug-08,3.25,5.25,4.2989049,,,,,,2,2.25,1.9861904,2.4919355,0,-0.013809522,4.25,0.048904758,0.66900623,0.67011219,0.55948532,2.5706191,2.0111339
2008m9,15-Sep-08,3.25,5.25,4.2733183,,,,,,2,2.25,1.8642857,2.45,0,-0.13571428,4.25,0.023318183,0.69634002,0.69669849,2.4023809,3.024091,0.62171006
